STATES,BASIN,LATITUDE,LONGTITUDE,WKA,STA No.,RIVER,SMP-DAT,DO (% Sat) ,DO (mg/l),BOD (mg/l),COD (mg/l),SS (mg/l),pH (unit),NH3-NL (mg/l),TEMP (Deg C),COND (uS),SAL (ppt),TUR (NTU),DS (mg/l),TS (mg/l),NO3- (mg/l),Cl (mg/l),PO4 (mg/l),As (mg/l),Hg (mg/l),Cd (mg/l),Cr (mg/l),Pb (mg/l),Zn (mg/l),Ca (mg/l),Fe (mg/l),K (mg/l),Mg (mg/l),Na (mg/l),OG (mg/l),MBAS (mg/l),E-coli (cfu/100ml),Coliform (cfu/100ml),DO INDEX,BOD INDEX,COD INDEX,AN INDEX,SS INDEX,PH INDEX,WQI,CLASS
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,2013/6/5,37.7,2.90,6,19,89,6.71,1.17,29.04,183,0.09,154.9,101,190,1.79,11.6,0.04,0.005,<0.0002,<0.001,<0.001,<0.01,0.09,6.6,0.78,5.4,1.5,13.2,<1,<0.05,400,1950,32,77,74,44,58,98,61,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,2013/7/7,34.8,2.74,5,19,98,7.30,0.89,27.65,181,0.08,133.8,91,189,2.54,11.1,0.11,0.004,<0.0002,<0.001,0.001,<0.01,0.12,10.5,1.06,7.3,1.6,10.5,<1,<0.05,1000,71000,28,79,74,51,55,98,61,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,2013/8/1,47.8,3.67,8,29,10,6.72,2.09,29.09,257,0.12,18.6,104,114,1.80,16.9,0.03,0.002,<0.0002,<0.001,<0.001,<0.01,0.05,16.6,0.16,8.3,3.6,15.9,<1,<0.05,950,12700,46,69,64,28,92,99,64,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,2013/9/4,57.2,4.56,4,14,261,6.36,1.01,26.91,219,0.10,NA,110,371,0.81,10.2,0.02,0.001,<0.0002,<0.001,<0.001,<0.01,0.15,11.9,0.01,5.3,3.7,9.9,<1,<0.05,0,1350,60,83,81,48,43,96,68,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,2013/10/3,55.7,4.28,12,34,32,5.87,2.74,29.01,418,0.20,63.5,213,245,1.69,30.2,0.03,<0.001,<0.0002,<0.001,<0.001,<0.01,0.12,18.0,<0.01,9.4,7.4,28.5,<1,<0.05,100,3400,58,55,59,16,80,89,58,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,2013/11/8,43.5,3.42,12,37,48,3.80,1.35,27.72,395,0.19,99.9,204,252,1.12,13.9,0.04,0.002,<0.0002,0.003,<0.001,<0.01,0.23,18.5,0.17,7.8,8.8,14.0,<1,<0.05,250,4450,40,55,56,40,73,24,49,IV
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L02,LANGAT,2013/12/13,60.2,5.20,4,14,3,4.93,1.15,29.37,226,0.11,7.0,141,144,0.77,10.0,0.02,<0.001,<0.0002,<0.001,<0.001,<0.01,0.12,14.4,0.03,5.2,5.6,12.3,<1,<0.05,150,700,65,83,81,44,96,54,72,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,2013/1/4,95.6,7.35,2,5,63,6.89,0.99,29.06,135,0.06,36.7,74,137,1.45,11.2,0.13,0.003,<0.0002,<0.001,<0.001,<0.01,0.08,11.7,0.27,3.9,1.4,10.7,<1,<0.05,850,31500,100,92,92,48,67,99,84,II
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,2013/2/14,74.8,5.77,2,5,106,6.82,1.47,28.83,162,0.07,39.2,84,190,3.38,12.0,0.05,0.003,<0.0002,<0.001,<0.001,<0.01,0.02,10.2,0.28,4.1,1.4,10.1,<1,<0.05,2400,44000,84,92,92,38,58,99,78,II
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,2013/3/6,63.2,4.74,9,20,105,6.85,1.42,30.42,230,0.10,70.4,135,240,1.22,162.2,0.02,0.003,<0.0002,<0.001,<0.001,<0.01,0.02,16.0,0.09,8.3,10.8,94.7,<1,<0.05,1650,15300,69,65,73,39,58,99,66,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,2013/4/3,63.9,4.78,10,29,80,6.72,0.97,30.66,136,0.06,57.9,81,161,1.09,7.1,0.03,0.003,<0.0002,<0.001,<0.001,<0.01,0.04,12.7,0.33,3.6,1.1,8.2,<1,<0.05,5800,59000,70,61,64,49,61,99,66,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,2013/5/4,63.1,5.05,3,8,262,6.51,0.57,26.78,94,0.04,463.7,57,319,1.73,8.7,0.02,0.004,<0.0002,<0.001,<0.001,<0.01,0.07,8.1,0.66,2.9,1.3,8.2,<1,<0.05,9150,117500,69,88,88,61,43,97,74,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,2013/6/5,57.6,4.64,10,30,288,7.03,0.42,26.42,100,0.05,562.1,57,345,5.85,6.6,0.02,0.005,<0.0002,<0.001,0.001,<0.01,0.11,5.6,1.26,5.2,1.0,8.9,<1,<0.05,7400,31000,61,61,63,66,40,99,63,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,2013/7/7,74.5,5.80,6,20,86,7.59,1.93,28.22,347,0.16,45.9,168,254,1.21,40.0,0.07,0.005,<0.0002,<0.001,<0.001,<0.01,0.05,9.6,0.23,8.0,8.5,32.7,<1,<0.05,300,38500,83,77,73,31,59,96,70,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,2013/8/1,65.6,5.10,9,33,37,7.19,2.86,28.39,218,0.10,77.6,130,167,1.61,13.5,0.10,0.006,0.0001,<0.001,<0.001,<0.01,0.05,12.6,0.41,5.5,1.5,15.5,<1,<0.05,850,27000,72,65,60,14,78,99,64,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,2013/9/4,76.6,6.16,6,18,149,6.93,0.49,26.48,94,0.04,290.2,53,202,0.69,6.6,0.07,0.008,<0.0002,<0.001,0.002,<0.01,0.10,2.5,1.97,6.0,0.7,6.6,<1,<0.05,7000,73000,86,77,75,64,54,99,76,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,2013/10/3,60.4,4.72,6,18,36,6.85,3.47,28.11,256,0.12,72.8,137,173,1.41,15.6,0.12,0.006,0.0005,<0.001,<0.001,<0.01,0.06,8.4,0.36,5.9,1.0,17.8,<1,<0.05,1050,33500,65,77,75,5,78,99,66,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,2013/11/8,70.9,5.63,8,25,136,6.10,1.54,27.16,224,0.10,211.6,113,249,1.10,89.4,0.06,0.004,<0.0002,<0.001,<0.001,<0.01,0.03,9.1,0.61,5.6,5.4,50.0,<1,<0.05,4050,49000,79,69,69,37,55,92,67,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L03,LANGAT,2013/12/14,60.2,4.68,5,17,41,6.73,1.16,28.32,145,0.07,82.5,82,123,0.92,6.5,0.07,0.005,<0.0002,<0.001,<0.001,<0.01,0.05,8.6,0.47,3.2,1.0,8.3,<1,<0.05,5500,32500,65,79,77,44,76,99,72,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,2013/1/6,73.2,5.84,2,10,112,7.02,1.08,26.94,126,0.06,65.8,65,177,0.83,5.7,0.14,0.005,<0.0002,<0.001,<0.001,<0.01,0.08,11.7,0.44,2.1,0.8,5.1,<1,<0.05,110000,475000,82,92,86,46,58,99,77,II
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,2013/2/14,67.8,5.43,2,5,31,6.86,2.63,26.72,182,0.08,56.5,94,125,1.04,12.0,0.14,0.006,<0.0002,<0.001,<0.001,<0.01,0.02,11.4,0.37,4.1,1.2,11.1,<1,<0.05,67000,415000,75,92,92,18,81,99,76,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,2013/3/6,53.0,4.08,20,47,37,6.80,2.48,29.01,214,0.09,NA,162,199,0.68,18.3,0.07,0.006,<0.0002,<0.001,<0.001,<0.01,0.04,14.0,0.05,4.3,1.9,18.4,<1,<0.05,16000,148500,54,34,47,20,78,99,53,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,2013/4/4,63.4,4.96,9,24,180,6.74,1.45,28.00,156,0.07,75.7,88,268,0.84,6.4,0.05,0.004,0.0002,<0.001,<0.001,<0.01,0.04,14.3,0.29,3.7,1.1,9.1,<1,<0.05,78000,355000,69,65,70,38,51,99,64,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,2013/5/12,94.1,7.52,3,10,36,7.23,0.80,26.84,113,0.05,75.7,61,97,0.61,5.9,0.04,0.004,<0.0002,<0.001,<0.001,<0.01,0.04,9.2,0.46,4.4,1.3,8.3,<1,<0.05,23400,166000,100,88,86,53,78,99,85,II
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,2013/6/5,61.0,4.86,9,25,26,7.15,0.87,27.03,145,0.07,71.4,81,107,0.92,8.0,0.05,0.007,<0.0002,<0.001,<0.001,<0.01,0.08,6.5,0.56,3.7,0.8,9.0,<1,<0.05,32500,375000,66,65,68,51,83,99,71,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,2013/7/5,60.4,4.87,16,50,123,7.06,1.25,26.32,190,0.09,86.7,101,224,0.03,10.0,0.08,0.005,<0.0002,<0.001,<0.001,<0.01,0.07,6.0,0.52,4.3,0.9,13.2,<1,<0.05,18100,345000,65,43,45,42,56,99,57,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,2013/8/1,62.1,4.95,18,64,159,7.59,1.28,26.96,165,0.08,242.7,80,239,0.61,9.4,0.08,0.006,<0.0002,<0.001,<0.001,<0.01,0.04,7.4,0.56,4.7,1.0,12.3,<1,<0.05,38500,425000,67,38,35,41,53,96,54,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,2013/9/4,85.0,7.03,10,30,113,6.51,0.87,24.97,100,0.06,223.6,53,166,0.66,4.9,0.08,0.005,<0.0002,<0.001,0.001,<0.01,0.08,2.7,1.32,3.6,0.6,6.1,<1,<0.05,47500,223000,94,61,64,51,58,97,71,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,2013/10/3,56.2,4.47,17,51,83,7.06,1.84,27.03,173,0.08,175.6,90,173,1.23,9.9,0.12,0.007,<0.0002,<0.001,<0.001,<0.01,0.11,5.0,0.75,4.3,0.6,12.0,<1,<0.05,177500,720000,59,41,44,32,60,99,54,III
SELANGOR,LANGAT,02 54 659,101 47 040,19,1L05,LANGAT,2013/11/6,43.0,3.35,6,20,46,6.95,2.81,28.16,218,0.10,93.3,135,181,0.83,10.9,0.10,0.006,<0.0002,<0.001,<0.001,<0.01,0.03,9.4,0.22,4.3,0.9,12.9,<1,<0.05,46500,770000,39,77,73,15,74,100,61,III
SELANGOR,LANGAT,03 10 044,101 51 034,19,1L05,LANGAT,2013/12/11,65.7,5.14,6,19,45,7.40,1.20,28.00,160,0.07,95.6,85,130,0.75,10.0,0.07,0.004,<0.0002,<0.001,<0.001,<0.01,0.03,8.6,0.30,3.9,1.1,10.8,<1,<0.05,161500,680000,72,77,74,43,74,97,72,III
SELANGOR,LANGAT,03 10 044,101 51 034,19,1L07,LANGAT,2013/1/6,94.6,7.75,2,5,4,7.11,0.10,25.50,40,0.02,3.8,22,26,0.25,1.6,0.12,0.002,<0.0002,<0.001,<0.001,<0.01,0.06,2.6,0.11,0.9,0.6,1.3,<1,<0.05,5900,315000,100,92,92,90,95,99,95,I
SELANGOR,LANGAT,03 10 044,101 51 034,19,1L07,LANGAT,2013/3/6,112.4,8.72,1,3,4,6.89,0.06,28.53,42,0.02,0.7,25,29,0.29,1.0,<0.01,0.002,<0.0002,<0.001,<0.001,<0.01,<0.01,2.2,0.17,2.1,0.8,4.9,<1,<0.05,1000,7800,100,96,96,94,95,99,97,I
SELANGOR,LANGAT,03 10 044,101 51 034,19,1L07,LANGAT,2013/5/12,116.2,9.43,4,12,2,6.87,0.05,26.06,38,0.02,3.7,22,24,0.26,3.0,<0.01,0.002,<0.0002,<0.001,<0.001,<0.01,0.05,1.7,0.16,2.6,0.7,3.8,<1,<0.05,9750,107000,100,83,83,95,96,99,93,II
SELANGOR,LANGAT,03 10 044,101 51 034,19,1L07,LANGAT,2013/7/5,102.2,8.22,6,21,7,7.56,0.30,26.44,45,0.02,2.5,25,32,0.53,2.0,0.04,0.002,<0.0002,<0.001,<0.001,<0.01,0.05,0.9,0.86,2.0,0.5,3.6,<1,<0.05,2000,48000,100,77,73,69,93,96,85,II
SELANGOR,LANGAT,03 10 044,101 51 034,19,1L07,LANGAT,2013/9/4,105.3,8.49,2,6,2,7.34,0.05,26.10,45,0.02,4.6,25,27,0.42,5.2,0.03,0.003,<0.0002,<0.001,<0.001,<0.01,0.04,0.8,0.50,2.2,0.4,3.6,<1,<0.05,3650,73500,100,92,91,95,96,98,95,I
SELANGOR,LANGAT,02 53 549,101 05 016,19,1L07,LANGAT,2013/11/6,99.5,8.26,2,7,<1,6.81,0.06,24.74,45,0.02,1.5,25,25,0.56,2.0,0.04,0.002,<0.0002,<0.001,<0.001,<0.01,0.02,1.1,0.21,2.0,0.3,3.7,<1,<0.05,2150,24850,100,92,90,94,100,99,96,I
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,2013/1/6,85.9,6.93,4,13,16,6.85,1.83,26.33,112,0.05,43.8,59,75,0.34,8.0,0.20,0.004,<0.0002,<0.001,<0.001,<0.01,0.08,7.0,0.45,2.3,0.7,5.7,<1,<0.05,355500,5900000,94,83,82,32,88,99,81,II
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,2013/2/14,79.4,6.36,2,8,127,6.64,1.45,26.96,114,0.05,36.0,60,187,0.76,9.0,0.12,0.004,<0.0002,<0.001,<0.001,<0.01,0.02,4.5,0.50,3.5,0.9,8.5,<1,<0.05,35000,775000,89,92,88,38,56,98,78,II
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,2013/3/6,92.2,7.17,16,37,53,6.60,1.33,28.33,107,0.05,56.1,68,121,0.86,8.8,0.09,0.005,<0.0002,<0.001,<0.001,<0.01,0.02,<0.1,<0.01,0.5,<0.1,0.1,<1,<0.05,17450,164000,100,43,56,41,71,98,68,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,2013/4/4,83.3,6.53,7,19,173,6.77,1.06,27.92,99,0.05,126.4,57,230,1.04,4.4,0.06,0.004,<0.0002,<0.001,<0.001,<0.01,0.04,9.2,0.49,3.5,1.0,6.7,<1,<0.05,24200,148000,92,73,74,47,51,99,73,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,2013/5/12,94.7,7.55,4,12,30,6.99,0.78,26.73,111,0.05,58.5,61,91,0.60,4.4,0.02,0.004,<0.0002,<0.001,<0.001,<0.01,0.05,8.9,0.51,3.9,1.1,7.5,<1,<0.05,25500,191000,100,83,83,54,81,100,84,II
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,2013/6/5,83.9,6.69,6,17,70,7.03,0.92,26.92,92,0.04,146.7,51,121,0.71,6.0,0.05,0.005,<0.0002,<0.001,0.001,<0.01,0.09,3.6,0.54,3.3,0.6,7.2,<1,<0.05,6150,38000,93,77,76,50,64,99,77,II
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,2013/7/5,89.3,7.27,6,18,126,7.45,0.89,25.80,69,0.03,87.8,50,176,1.16,5.0,0.09,0.005,0.0003,<0.001,<0.001,<0.01,0.04,5.1,0.72,3.1,0.7,6.5,<1,<0.05,6150,84000,96,77,76,51,56,97,76,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,2013/8/1,68.2,5.48,14,53,140,7.19,1.46,26.51,156,0.07,234.7,79,219,0.85,8.1,0.09,0.006,<0.0002,<0.001,<0.001,<0.01,0.04,9.8,0.71,4.2,1.1,11.3,<1,<0.05,43000,515000,76,49,43,38,55,99,59,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,2013/9/4,90.5,7.46,7,22,135,7.08,0.67,25.08,141,0.07,176.1,78,213,1.41,8.4,0.05,0.005,0.0002,<0.001,<0.001,<0.01,0.07,6.9,1.06,4.2,1.0,7.5,<1,<0.05,14500,147500,97,73,72,58,55,99,76,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,2013/10/3,69.1,5.41,17,49,101,7.02,1.78,28.02,172,0.08,207.0,90,191,1.20,9.6,0.10,0.006,<0.0002,<0.001,<0.001,<0.01,0.08,6.1,0.67,4.4,0.7,11.5,<1,<0.05,184500,4300000,77,41,46,33,59,99,58,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,2013/11/8,76.1,6.32,22,66,312,6.64,0.51,24.79,99,0.05,642.1,52,364,0.84,3.3,0.04,0.003,<0.0002,<0.001,<0.001,<0.01,0.04,3.7,0.78,3.0,0.6,6.1,<1,<0.05,16800,320000,85,30,34,63,38,98,57,III
SELANGOR,LANGAT,03 06 677,101 49 009,19,1L15,LANGAT,2013/12/11,59.8,4.70,8,26,37,7.24,1.22,27.73,159,0.07,77.2,90,127,0.66,7.8,0.07,0.003,<0.0002,<0.001,<0.001,<0.01,0.03,7.3,0.33,4.0,0.4,9.5,<1,<0.05,67000,830000,64,69,68,43,78,98,69,III
SELANGOR,LANGAT,03 06 677,101 49 009,19,1L16,LANGAT,2013/1/6,89.1,7.29,2,6,9,6.86,0.16,25.49,43,0.02,14.0,25,34,0.54,2.1,0.14,0.003,<0.0002,<0.001,<0.001,<0.01,0.07,2.5,0.29,1.0,0.5,1.5,<1,<0.05,31000,320000,96,92,91,84,92,99,92,II
SELANGOR,LANGAT,03 06 677,101 49 009,19,1L16,LANGAT,2013/3/6,106.9,8.31,3,8,35,6.81,0.12,28.39,46,0.02,15.6,30,65,0.53,2.4,0.01,0.003,<0.0002,<0.001,<0.001,<0.01,0.01,8.7,0.11,3.6,1.5,12.6,<1,<0.05,13700,39500,100,88,89,88,79,99,91,II
SELANGOR,LANGAT,03 06 677,101 49 009,19,1L16,LANGAT,2013/5/12,108.6,8.86,8,22,12,6.76,0.11,25.70,43,0.02,21.3,27,39,0.36,2.0,<0.01,0.003,<0.0002,<0.001,<0.001,<0.01,0.04,2.2,0.43,2.9,0.7,4.1,<1,<0.05,10700,63500,100,69,72,89,91,99,86,II
SELANGOR,LANGAT,03 06 677,101 49 009,19,1L16,LANGAT,2013/7/5,95.2,7.75,6,18,7,7.41,0.11,25.80,41,0.02,9.4,23,30,0.76,2.0,0.05,0.003,<0.0002,<0.001,<0.001,<0.01,0.05,0.9,0.71,2.3,0.4,4.0,<1,<0.05,7800,61000,100,77,75,89,93,97,89,II
SELANGOR,LANGAT,03 06 677,101 49 009,19,1L16,LANGAT,2013/9/4,97.3,8.04,5,16,22,7.27,0.12,25.00,48,0.02,44.7,20,42,0.47,2.2,0.04,0.003,<0.0002,<0.001,<0.001,<0.01,0.05,1.2,0.71,2.7,0.6,3.7,<1,<0.05,11900,158500,100,79,78,88,85,98,88,II
SELANGOR,LANGAT,02 53 297,101 49 734,19,1L16,LANGAT,2013/11/6,97.3,7.99,5,16,3,6.85,0.28,25.41,53,0.02,6.4,28,31,0.53,1.8,0.04,0.003,<0.0002,<0.001,<0.001,<0.01,0.04,1.5,0.34,2.2,0.3,4.0,<1,<0.05,14100,60000,100,79,78,71,96,99,87,II
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,10-Jan-14,56.3,4.53,5,16,4,5.49,1.14,26.36,253,0.12,8.5,144,148,0.94,12.8,0.03,0.001,<0.0002,<0.001,<0.001,<0.01,0.16,2.6,0.03,5.7,5.3,11.0,<1,<0.05,0,400,59,79,77,45,95,74,71.2,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,10-Jan-14,58.6,4.77,6,19,51,7.11,1.34,25.79,167,0.08,101.9,82,133,1.01,7.9,0.07,0.004,<0.0002,<0.001,<0.001,<0.01,0.04,1.2,0.34,3.2,1.0,8.2,<1,<0.05,2700,100000,62,77,74,40,72,99,69.6,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,10-Jan-14,60.4,5.02,9,29,45,7.22,1.37,24.67,172,0.08,84.3,85,130,0.79,6.2,0.07,0.004,<0.0002,<0.001,<0.001,<0.01,0.03,3.1,0.49,3.4,1.0,8.7,<1,<0.05,26000,198000,65,65,64,40,74,99,66.5,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,10-Jan-14,41.1,3.42,12,38,35,7.15,1.38,24.67,176,0.08,69.9,90,125,0.69,6.7,0.07,0.005,<0.0002,<0.001,<0.001,<0.01,0.04,3.0,0.48,3.1,1.0,8.1,<1,<0.05,36000,770000,36,55,55,40,79,99,57.6,III
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L01,LANGAT,06-Feb-14,56.8,4.03,6,19,35,7.13,0.92,28.60,18650,11.00,72.5,12800,12835,0.33,6500.0,0.03,0.002,<0.0002,<0.001,<0.001,<0.01,0.12,129.7,0.01,120.9,326.0,2880.0,<1,<0.05,2000,26500,60,77,74,50,79,99,71.6,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L02,LANGAT,06-Feb-14,58.8,4.43,13,39,101,7.92,2.00,29.49,308,0.14,202.9,196,297,3.88,24.4,0.09,0.004,<0.0002,<0.001,<0.001,<0.01,0.11,17.7,1.14,6.1,3.1,20.2,<1,<0.05,700,31000,63,52,54,30,59,92,57.2,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,05-Feb-14,77.3,5.87,6,25,12,7.45,3.91,28.90,248,0.12,25.2,167,179,1.08,14.4,0.11,<0.001,<0.0002,<0.001,<0.001,<0.01,0.02,16.0,0.08,4.4,1.2,14.1,<1,<0.05,850,137000,86,77,69,0,91,97,70.9,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,06-Feb-14,43.2,3.44,12,36,22,7.56,6.12,27.04,282,0.13,45.4,179,201,0.23,13.6,0.21,0.012,<0.0002,<0.001,0.0049,<0.01,0.10,23.9,0.29,4.2,1.5,15.1,<1,<0.05,37500,730000,39,55,57,0,85,96,53.4,III
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,06-Feb-14,46.7,3.67,12,35,34,7.45,5.96,27.06,281,0.13,69.8,185,219,0.23,13.6,0.23,0.012,0.0006,<0.001,0.0064,<0.01,0.10,23.3,0.33,4.2,1.5,15.3,<1,<0.05,24500,485000,45,55,58,0,79,97,53.8,III
SELANGOR,LANGAT,03 06 677,101 49 009,19,1L16,LANGAT,05-Feb-14,98.0,7.93,2,11,3,7.71,0.07,26.41,44,0.02,7.3,24,27,0.33,2.0,0.06,<0.001,<0.0002,<0.001,<0.001,<0.01,0.05,2.7,0.18,1.6,0.6,4.0,<1,<0.05,1150,15500,100,92,84,93,96,95,93.6,I
SELANGOR,LANGAT,03 10 044,101 51 034,19,1L07,LANGAT,05-Feb-14,92.4,7.42,3,10,2,7.79,0.22,26.54,43,0.02,3.9,24,26,0.22,2.0,0.07,<0.001,<0.0002,<0.001,<0.001,<0.01,0.07,2.8,0.10,1.7,0.7,3.5,<1,<0.05,1050,16650,100,88,86,78,96,94,90.7,II
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L01,LANGAT,08-Mar-14,60.8,4.07,7,19,78,7.10,0.12,28.21,38160,24.15,160.7,20400,20478,0.15,12700.0,0.06,0.002,<0.0002,0.001,<0.001,<0.01,0.04,241.0,<0.01,229.0,702.0,6100.0,<1,<0.05,250,3450,66,73,74,88,61,99,74.9,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L02,LANGAT,08-Mar-14,37.2,2.79,14,40,30,7.57,0.33,29.11,319,0.15,61.4,182,212,3.94,65.5,0.13,0.002,<0.0002,<0.001,<0.001,<0.01,0.04,19.3,0.02,7.6,5.5,42.0,<1,<0.05,300,73500,31,49,53,69,81,96,59.5,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,06-Mar-14,80.3,6.06,10,28,19,8.28,0.10,29.68,228,0.11,37.4,137,156,<0.01,16.6,<0.01,0.007,<0.0002,<0.001,<0.001,<0.01,0.01,8.7,<0.01,2.9,0.6,9.9,<1,<0.05,800,25500,89,61,65,90,87,86,79.4,II
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,06-Mar-14,31.4,2.39,27,84,84,7.73,5.01,29.49,280,0.13,139.7,172,256,0.12,15.8,0.14,0.010,<0.0002,<0.001,<0.001,<0.01,0.06,15.3,<0.01,3.8,0.9,11.5,<1,<0.05,69500,12800000,23,22,24,0,59,94,33.9,IV
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,06-Mar-14,58.4,4.48,17,55,55,7.55,5.02,28.98,273,0.13,152.7,169,224,0.17,15.6,0.15,0.010,<0.0002,<0.001,<0.001,<0.01,0.02,14.9,<0.01,4.4,1.1,13.0,<1,<0.05,11750,200000,62,41,42,0,70,96,50.8,IV
SELANGOR,LANGAT,02 48 915,101 30 727,19,1L02,LANGAT,06-Apr-14,69.5,5.46,4,17,67,6.44,0.60,27.73,156,0.07,89.2,89,156,0.48,9.7,0.05,0.003,<0.0002,<0.001,<0.001,<0.01,0.06,18.7,0.62,5.0,1.7,9.0,<1,<0.05,1450,42000,77,83,76,60,65,96,76.1,III
SELANGOR,LANGAT,02 51 334,101 40 876,19,1L03,LANGAT,06-Apr-14,81.5,6.38,9,21,45,6.89,1.22,28.05,196,0.09,78.1,109,154,0.29,10.2,0.08,0.005,0.0003,<0.001,<0.001,<0.01,0.06,23.7,0.21,5.2,1.5,11.9,<1,<0.05,3350,98000,91,65,73,43,74,99,74.2,III
SELANGOR,LANGAT,02 59 522,101 47 148,19,1L05,LANGAT,02-Apr-14,51.6,3.94,13,31,57,7.34,2.46,29.16,213,0.10,134.2,156,213,0.39,12.4,0.10,0.006,<0.0002,<0.001,<0.001,<0.01,0.05,19.5,0.07,4.9,1.2,12.3,<1,<0.05,3400,33000,52,52,62,21,69,98,57.1,III
SELANGOR,LANGAT,03 10 044,101 51 034,19,1L07,LANGAT,02-Apr-14,100.8,7.73,6,16,3,7.19,0.06,29.06,48,0.02,9.8,27,30,0.09,2.8,0.04,0.003,<0.0002,<0.001,<0.001,<0.01,0.05,3.5,0.42,2.1,0.9,3.8,<1,<0.05,400,28000,100,77,78,94,96,99,90.5,II
SELANGOR,LANGAT,03 02 460,101 46 388,19,1L15,LANGAT,02-Apr-14,57.4,4.43,12,33,50,6.98,2.31,28.74,209,0.10,110.7,158,208,0.37,12.0,0.11,0.006,<0.0002,<0.001,<0.001,<0.01,0.05,18.6,0.09,5.0,1.3,12.7,<1,<0.05,2650,32000,61,55,60,23,72,100,60.3,III
SELANGOR,LANGAT,03 06 677,101 49 009,19,1L16,LANGAT,02-Apr-14,102.3,7.87,5,14,12,7.36,0.11,28.93,52,0.02,12.4,31,43,0.08,3.5,0.05,0.004,<0.0002,<0.001,<0.001,<0.01,0.04,3.6,0.50,2.6,0.8,4.3,<1,<0.05,1650,29000,100,79,80,89,91,98,89.4,II
